episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1189,1,31.3091,31.7742,0.210,1807,4864,0.093,90,0.50,50000,5485.21,0,0,15.000(18.750%)(0.000m),27.000(27.000%)(0.750m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),18.849(23.562%)(0.000m),10.720(26.799%)(0.077m),13.302(33.256%)(0.354m),0.000,1259.296
1190,1,41.2471,32.1935,0.223,1623,4459,0.093,90,0.50,50000,5118.24,0,0,22.642(28.303%)(0.283m),22.000(22.000%)(0.214m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),22.000(27.500%)(0.214m),16.000(40.000%)(0.643m),15.834(39.585%)(0.625m),0.000,1431.023
1191,1,47.0887,31.9835,0.211,2230,5904,0.092,95,0.50,50000,6404.90,0,0,17.770(22.212%)(0.000m),25.000(25.000%)(0.536m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),19.000(23.750%)(0.000m),12.505(31.262%)(0.268m),16.320(40.799%)(0.677m),0.000,1491.777
1192,1,43.1539,32.6475,0.189,2257,5964,0.092,95,0.50,50000,6874.76,0,0,15.000(18.750%)(0.000m),32.000(32.000%)(1.286m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),14.964(18.705%)(0.000m),11.000(27.500%)(0.107m),10.505(26.262%)(0.054m),0.000,1723.895
1193,1,11.6332,31.9338,0.189,584,1532,0.092,60,0.50,50000,1771.74,0,0,13.000(16.250%)(0.000m),24.000(24.000%)(0.429m),32.000(32.000%)(1.286m),30.000(30.000%)(1.071m),16.885(21.106%)(0.000m),29.000(72.500%)(2.036m),11.849(29.622%)(0.198m),106.315,1670.493
1194,1,12.2225,31.3190,0.225,460,1236,0.092,55,0.50,50000,1416.12,0,0,23.000(28.750%)(0.321m),30.000(30.000%)(1.071m),32.000(32.000%)(1.286m),28.000(28.000%)(0.857m),23.000(28.750%)(0.321m),24.000(60.000%)(1.500m),17.026(42.565%)(0.753m),0.000,1149.446
1195,1,6.8995,31.2205,0.250,164,466,0.092,30,0.50,50000,544.37,0,0,41.176(51.470%)(2.269m),74.637(74.637%)(5.854m),45.000(45.000%)(2.679m),31.000(31.000%)(1.179m),23.000(28.750%)(0.321m),36.423(91.057%)(2.831m),40.000(100.000%)(3.214m),43.463,633.324
1196,1,35.2832,31.2054,0.202,1447,3939,0.091,90,0.50,50000,4418.34,0,0,20.770(25.962%)(0.082m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),24.000(24.000%)(0.429m),23.654(29.567%)(0.391m),14.727(36.818%)(0.506m),16.740(41.849%)(0.722m),0.000,1326.687
1197,1,42.8999,31.3280,0.186,1495,4043,0.091,90,0.50,50000,4914.25,0,0,19.032(23.790%)(0.000m),22.000(22.000%)(0.214m),26.000(26.000%)(0.643m),23.000(23.000%)(0.321m),16.590(20.738%)(0.000m),13.377(33.443%)(0.362m),11.636(29.091%)(0.175m),0.000,1441.199
1198,1,23.0728,31.5963,0.197,959,2615,0.091,75,0.50,50000,3042.20,0,0,17.000(21.250%)(0.000m),16.000(16.000%)(0.000m),26.000(26.000%)(0.643m),30.000(30.000%)(1.071m),22.795(28.494%)(0.299m),16.252(40.631%)(0.670m),16.180(40.450%)(0.662m),260.662,1153.621
1199,1,22.4235,31.1282,0.173,741,2035,0.091,70,0.50,50000,2261.75,0,0,29.000(36.250%)(0.964m),36.000(36.000%)(1.714m),42.000(42.000%)(2.357m),26.900(26.900%)(0.739m),12.811(16.014%)(0.000m),22.000(55.000%)(1.286m),9.868(24.669%)(0.000m),208.803,1216.319
1200,1,7.8774,30.6283,0.184,291,743,0.091,40,0.50,50000,830.35,0,0,11.211(14.013%)(0.000m),20.321(20.321%)(0.034m),37.000(37.000%)(1.821m),34.000(34.000%)(1.500m),32.000(40.000%)(1.286m),9.916(24.791%)(0.000m),40.000(100.000%)(3.214m),539.944,1236.598
1201,1,10.0537,29.8388,0.224,292,742,0.091,40,0.50,50000,975.85,0,0,39.775(49.719%)(2.119m),35.000(35.000%)(1.607m),31.000(31.000%)(1.179m),24.000(24.000%)(0.429m),22.000(27.500%)(0.214m),38.815(97.037%)(3.087m),40.000(100.000%)(3.214m),18.684,1159.217
1202,1,43.1699,30.4344,0.202,1454,3956,0.090,90,0.50,50000,4554.69,0,0,19.659(24.574%)(0.000m),20.000(20.000%)(0.000m),24.000(24.000%)(0.429m),33.000(33.000%)(1.393m),21.811(27.264%)(0.194m),13.845(34.613%)(0.412m),15.448(38.619%)(0.584m),0.000,1489.431
1203,1,13.2865,30.2200,0.229,502,1328,0.090,55,0.50,50000,1594.51,0,0,22.000(27.500%)(0.214m),25.000(25.000%)(0.536m),34.000(34.000%)(1.500m),37.000(37.000%)(1.821m),29.000(36.250%)(0.964m),16.192(40.481%)(0.663m),27.000(67.500%)(1.821m),0.000,2032.136
1204,1,44.8277,30.9157,0.203,1415,3869,0.090,90,0.50,50000,4497.44,0,0,19.538(24.422%)(0.000m),20.000(20.000%)(0.000m),27.000(27.000%)(0.750m),30.000(30.000%)(1.071m),21.407(26.759%)(0.151m),13.750(34.376%)(0.402m),15.139(37.846%)(0.551m),0.000,1364.351
1205,1,20.7409,31.0820,0.225,794,2136,0.090,70,0.50,50000,2408.92,0,0,22.000(27.500%)(0.214m),30.000(30.000%)(1.071m),31.000(31.000%)(1.179m),19.612(19.612%)(0.000m),11.299(14.124%)(0.000m),15.908(39.771%)(0.633m),10.499(26.247%)(0.053m),61.421,1604.108
1206,1,22.3394,30.6372,0.201,1011,2747,0.090,80,0.50,50000,2941.76,0,0,12.000(15.000%)(0.000m),21.000(21.000%)(0.107m),32.000(32.000%)(1.286m),29.000(29.000%)(0.964m),18.791(23.489%)(0.000m),11.000(27.500%)(0.107m),13.287(33.217%)(0.352m),43.460,1059.000
1207,1,12.9397,30.0838,0.202,346,858,0.089,40,0.50,50000,1082.23,0,0,22.000(27.500%)(0.214m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),24.000(24.000%)(0.429m),54.705(68.381%)(3.718m),40.000(100.000%)(3.214m),40.000(100.000%)(3.214m),0.000,1571.855
1208,1,37.0437,30.1083,0.194,1632,4337,0.089,90,0.50,50000,5277.26,0,0,15.956(19.945%)(0.000m),20.000(20.000%)(0.000m),32.000(32.000%)(1.286m),27.000(27.000%)(0.750m),18.439(23.049%)(0.000m),11.236(28.091%)(0.132m),13.011(32.529%)(0.323m),0.000,1655.179
1209,1,29.8257,29.9348,0.193,1566,4193,0.089,90,0.50,50000,4760.71,0,0,18.643(23.303%)(0.000m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),23.000(28.750%)(0.321m),13.151(32.876%)(0.338m),16.630(41.576%)(0.710m),0.000,1651.208
1210,1,52.5561,30.7682,0.202,2127,5683,0.089,95,0.50,50000,6389.42,0,0,13.879(17.349%)(0.000m),20.000(20.000%)(0.000m),28.000(28.000%)(0.857m),26.000(26.000%)(0.643m),22.255(27.819%)(0.242m),9.747(24.367%)(0.000m),15.771(39.427%)(0.618m),0.000,1182.373
1211,1,31.1988,30.1800,0.190,988,2663,0.089,75,0.50,50000,3084.93,0,0,30.000(37.500%)(1.071m),35.000(35.000%)(1.607m),37.000(37.000%)(1.821m),23.000(23.000%)(0.321m),21.321(26.652%)(0.142m),21.000(52.500%)(1.179m),15.077(37.693%)(0.544m),0.000,1409.232
1212,1,13.6369,30.1482,0.199,703,1917,0.089,65,0.50,50000,2348.29,0,0,24.123(30.153%)(0.442m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),23.000(23.000%)(0.321m),15.000(18.750%)(0.000m),17.098(42.744%)(0.760m),11.000(27.500%)(0.107m),0.000,1300.056
1213,1,10.1373,30.0742,0.213,310,817,0.088,40,0.49,50000,1013.68,0,0,12.415(15.519%)(0.000m),25.667(25.667%)(0.607m),35.000(35.000%)(1.607m),29.000(29.000%)(0.964m),23.000(28.750%)(0.321m),9.686(24.215%)(0.000m),27.000(67.500%)(1.821m),121.083,1362.695
1214,1,46.7709,30.1534,0.197,1627,4330,0.088,90,0.49,50000,4836.08,0,0,17.399(21.749%)(0.000m),21.000(21.000%)(0.107m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),16.000(20.000%)(0.000m),12.282(30.704%)(0.244m),12.656(31.639%)(0.285m),0.000,1271.911
1215,1,25.5715,30.4700,0.195,830,2192,0.088,70,0.49,50000,2539.25,0,0,18.224(22.780%)(0.000m),21.000(21.000%)(0.107m),23.000(23.000%)(0.321m),27.000(27.000%)(0.750m),27.000(33.750%)(0.750m),12.813(32.032%)(0.301m),24.000(60.000%)(1.500m),0.000,1183.106
1216,1,40.7153,30.7979,0.178,1757,4699,0.088,90,0.49,50000,5368.62,0,0,18.476(23.095%)(0.000m),25.000(25.000%)(0.536m),27.000(27.000%)(0.750m),29.000(29.000%)(0.964m),13.524(16.905%)(0.000m),13.020(32.549%)(0.324m),9.638(24.094%)(0.000m),205.167,1147.413
1217,1,62.7929,31.2680,0.200,2574,6954,0.088,100,0.58,50000,8044.02,1,1,17.998(22.498%)(0.000m),27.000(27.000%)(0.750m),29.000(29.000%)(0.964m),31.952(31.952%)(1.281m),14.946(18.683%)(0.000m),12.721(31.802%)(0.292m),10.487(26.219%)(0.052m),182.330,1366.110
1218,1,11.8867,30.5618,0.194,542,1449,0.087,60,0.57,50000,1744.51,0,0,13.000(16.250%)(0.000m),25.000(25.000%)(0.536m),34.000(34.000%)(1.500m),29.000(29.000%)(0.964m),22.000(27.500%)(0.214m),10.000(25.000%)(0.000m),16.161(40.403%)(0.660m),67.538,1383.438
1219,1,11.6273,30.3313,0.204,556,1475,0.087,60,0.57,50000,1658.71,0,0,21.565(26.956%)(0.168m),31.000(31.000%)(1.179m),30.000(30.000%)(1.071m),26.000(26.000%)(0.643m),14.000(17.500%)(0.000m),15.278(38.196%)(0.566m),10.000(25.000%)(0.000m),92.000,993.074
1220,1,29.6396,29.8842,0.208,1859,5108,0.087,95,0.57,50000,5754.61,0,0,16.000(20.000%)(0.000m),20.000(20.000%)(0.000m),20.000(20.000%)(0.000m),21.000(21.000%)(0.107m),14.897(18.621%)(0.000m),11.000(27.500%)(0.107m),10.479(26.197%)(0.051m),0.000,1093.740
1221,1,43.7226,30.0275,0.199,1955,5177,0.087,90,0.57,50000,6083.44,0,0,13.304(16.630%)(0.000m),28.320(28.320%)(0.891m),37.000(37.000%)(1.821m),36.000(36.000%)(1.714m),18.743(23.429%)(0.000m),9.729(24.322%)(0.000m),13.212(33.031%)(0.344m),306.606,1707.840
