episode,stage,reward,avg_reward,MSE,timeframe,steps,epsilon,progress_pct,success_rate,Buffer,time_ms,streak,reached_finish,min_R2,min_R1,min_F,min_L1,min_L2,min_SR,min_SL,min_ttc,avg_ttc
1089,1,19.8330,20.5898,0.266,709,1920,0.113,65,0.00,51026,1668.27,0,0,21.000(26.250%)(0.107m),28.000(28.000%)(0.857m),23.621(23.621%)(0.388m),14.085(14.085%)(0.000m),9.329(11.661%)(0.000m),22.000(55.000%)(1.286m),9.695(24.238%)(0.000m),62.963,1527.274
1090,1,25.7525,20.8213,0.250,990,2666,0.113,75,0.00,51125,2360.49,0,0,26.000(32.500%)(0.643m),31.000(31.000%)(1.179m),33.000(33.000%)(1.393m),27.000(27.000%)(0.750m),22.000(27.500%)(0.214m),23.000(57.500%)(1.393m),15.742(39.356%)(0.615m),0.000,1520.917
1091,1,22.8453,20.8057,0.234,944,2602,0.113,75,0.00,51220,2221.96,0,0,12.000(15.000%)(0.000m),23.000(23.000%)(0.321m),35.000(35.000%)(1.607m),33.000(33.000%)(1.393m),22.012(27.514%)(0.216m),10.000(25.000%)(0.000m),15.570(38.926%)(0.597m),129.810,1361.192
1092,1,20.9425,20.7907,0.214,882,2305,0.113,70,0.00,51309,2096.72,0,0,20.978(26.223%)(0.105m),22.000(22.000%)(0.214m),24.000(24.000%)(0.429m),27.000(27.000%)(0.750m),23.000(28.750%)(0.321m),14.862(37.156%)(0.521m),26.000(65.000%)(1.714m),9.597,1172.802
1093,1,34.5942,20.9359,0.235,1292,3489,0.112,85,0.00,51439,3096.97,0,0,11.260(14.075%)(0.000m),19.962(19.962%)(0.000m),30.000(30.000%)(1.071m),25.000(25.000%)(0.536m),19.244(24.055%)(0.000m),10.209(25.523%)(0.022m),13.562(33.906%)(0.382m),11.827,1394.417
1094,1,12.2076,20.9466,0.226,403,1114,0.112,50,0.00,51480,975.62,0,0,32.000(40.000%)(1.286m),35.000(35.000%)(1.607m),46.000(46.000%)(2.786m),25.000(25.000%)(0.536m),22.000(27.500%)(0.214m),27.000(67.500%)(1.821m),16.085(40.212%)(0.652m),0.000,1054.220
1095,1,22.2101,20.9177,0.243,778,2208,0.112,75,0.00,51558,1883.70,0,0,26.000(32.500%)(0.643m),34.000(34.000%)(1.500m),41.000(41.000%)(2.250m),24.000(24.000%)(0.429m),16.126(20.157%)(0.000m),23.000(57.500%)(1.393m),11.335(28.338%)(0.143m),0.000,1143.080
1096,1,29.3122,21.2779,0.228,1356,3599,0.112,85,0.00,51694,3292.22,0,0,9.651(12.064%)(0.000m),13.967(13.967%)(0.000m),22.008(22.008%)(0.215m),37.000(37.000%)(1.821m),17.833(22.292%)(0.000m),11.758(29.395%)(0.188m),12.565(31.412%)(0.275m),288.704,1622.389
1097,1,40.3442,21.4262,0.253,1401,3738,0.111,85,0.00,51835,3392.43,0,0,12.738(15.923%)(0.000m),26.722(26.722%)(0.720m),30.000(30.000%)(1.071m),32.000(32.000%)(1.286m),20.176(25.220%)(0.019m),9.812(24.529%)(0.000m),14.291(35.728%)(0.460m),78.999,1597.494
1098,1,15.9848,21.5572,0.239,499,1338,0.111,55,0.00,51885,1211.95,0,0,23.447(29.309%)(0.369m),48.815(48.815%)(3.087m),36.000(36.000%)(1.714m),19.000(19.000%)(0.000m),12.000(15.000%)(0.000m),16.645(41.613%)(0.712m),27.000(67.500%)(1.821m),519.195,1808.586
1099,1,9.9512,21.0380,0.268,511,1377,0.111,55,0.00,51937,1265.04,0,0,26.936(33.670%)(0.743m),38.000(38.000%)(1.929m),42.000(42.000%)(2.357m),21.000(21.000%)(0.107m),12.000(15.000%)(0.000m),19.252(48.130%)(0.991m),10.000(25.000%)(0.000m),256.228,1301.792
1100,1,20.9927,20.6697,0.284,904,2347,0.111,70,0.00,52028,2218.80,0,0,23.000(28.750%)(0.321m),21.000(21.000%)(0.107m),23.000(23.000%)(0.321m),31.000(31.000%)(1.179m),26.178(32.722%)(0.662m),20.000(50.000%)(1.071m),18.635(46.587%)(0.925m),0.000,1777.477
